Threads amount,Time (s)
32,8.258400000000001E-5
64,6.3791E-5
128,6.7958E-5
256,8.8208E-5
512,9.329100000000001E-5
1024,1.40416E-4
2048,2.08208E-4
4096,3.7358400000000005E-4
8192,7.203330000000001E-4
16384,0.002392833
32768,0.004916042000000001
65536,0.009681875000000001
131072,0.014499417
