Threads amount,Time (s)
32,7.75E-5
64,7.5042E-5
128,6.6625E-5
256,7.416700000000001E-5
512,1.2183400000000001E-4
1024,2.0895900000000002E-4
2048,3.7645800000000003E-4
4096,5.85166E-4
8192,0.001133542
16384,0.002352208
32768,0.005041834
65536,0.008816000000000001
131072,0.021374
