Threads amount,Time (s)
32,9.862500000000001E-5
64,5.3375E-5
128,5.9667E-5
256,7.770800000000001E-5
512,1.0820900000000001E-4
1024,2.3225E-4
2048,5.135830000000001E-4
4096,9.12041E-4
8192,8.22833E-4
16384,0.0011915
32768,0.003815709
65536,0.007709708000000001
131072,0.022113625
