Threads amount,Time (s)
32,0.001051333
64,0.0025562920000000004
128,0.0040446250000000005
256,0.008250875000000001
512,0.016049083000000002
1024,0.032261000000000005
2048,0.06407212500000001
4096,0.129446583
8192,0.23892379200000002
16384,0.510868334
32768,1.1984042910000001
65536,2.313815625
131072,4.232273125
