Threads amount,Time (s)
32,9.09458E-4
64,0.001690125
128,0.005010792
256,0.009020125
512,0.016462416
1024,0.032113292
2048,0.065448375
4096,0.13176458400000002
8192,0.26549145900000004
16384,0.531075042
32768,1.044491125
65536,2.1314699580000003
131072,4.260893791
