Threads amount,Time (s)
32,0.001341209
64,0.002772
128,0.005432416000000001
256,0.009640291
512,0.01759325
1024,0.030927459
2048,0.066691708
4096,0.13544145800000001
8192,0.262584625
16384,0.5069707920000001
32768,1.223534708
65536,2.168580875
131072,4.304963583
