Threads amount,Time (s)
32,4.8141700000000004E-4
64,2.37416E-4
128,2.4450000000000003E-4
256,3.8870800000000003E-4
512,7.53125E-4
1024,0.001098959
2048,0.0018857910000000002
4096,0.002766708
8192,0.005161416
16384,0.010511459
32768,0.013980500000000002
65536,0.017452500000000003
131072,0.032974917
