Threads amount,Time (s)
32,4.88666E-4
64,5.57E-4
128,8.281670000000001E-4
256,0.002733833
512,0.0016583330000000001
1024,0.0031865
2048,0.00566525
4096,0.010652083000000001
8192,0.021645833
16384,0.041438625
32768,0.08279512500000001
65536,0.16447804200000002
131072,0.32874958400000004
