Threads amount,Time (s)
32,6.54625E-4
64,5.87542E-4
128,8.673750000000001E-4
256,0.001325708
512,0.001985583
1024,0.002989083
2048,0.005493125000000001
4096,0.012665083
8192,0.021090542
16384,0.041484083000000005
32768,0.082757417
65536,0.1631785
131072,0.325650625
