Threads amount,Time (s)
32,2.83625E-4
64,1.0479200000000001E-4
128,1.0175E-4
256,2.22458E-4
512,3.15875E-4
1024,3.7925000000000003E-4
2048,5.733330000000001E-4
4096,0.001351083
8192,0.002132417
16384,0.0036536660000000003
32768,0.007906333
65536,0.014854750000000002
131072,0.0183415
