Threads amount,Time (s)
32,1.61375E-4
64,6.5333E-5
128,8.512500000000001E-5
256,8.025E-5
512,1.64209E-4
1024,2.8616700000000004E-4
2048,4.82875E-4
4096,9.53708E-4
8192,0.0016175
16384,0.0029522090000000003
32768,0.0049444580000000005
65536,0.009348750000000001
131072,0.015391708
