Threads amount,Time (s)
32,1.38834E-4
64,7.108300000000001E-5
128,9.833400000000001E-5
256,1.4604100000000002E-4
512,1.55584E-4
1024,2.3391700000000002E-4
2048,4.6566600000000005E-4
4096,6.20041E-4
8192,0.001280083
16384,0.002359541
32768,0.0031280410000000002
65536,0.0057727080000000005
131072,0.011462
