Threads amount,Time (s)
32,4.47E-4
64,5.159590000000001E-4
128,6.825830000000001E-4
256,0.001031833
512,0.001701
1024,0.002915
2048,0.005613458
4096,0.01108775
8192,0.020875709000000003
16384,0.041328250000000004
32768,0.081997083
65536,0.16974154200000002
131072,0.32542083400000005
