Threads amount,Time (s)
32,0.00102
64,8.095E-4
128,0.0011187080000000002
256,0.0018858330000000002
512,0.0027591250000000003
1024,0.0039036670000000004
2048,0.006741792000000001
4096,0.012691333
8192,0.023305542000000002
16384,0.043201625
32768,0.08567516700000001
65536,0.165474167
131072,0.332706875
